k,density_naeem_mean,density_naeem_std,weighted_density_mean,weighted_density_std,weighted_density_threshold_mean,weighted_density_threshold_std,coverage_mean,coverage_std,weighted_coverage_mean,weighted_coverage_std,mse_weighted_density,mse_weighted_density_threshold
1,0.82,0.0,0.82,0.0,0.6507936,0.0,0.42,0.0,0.42000005,0.0,0.03240000000000002,0.12194510141768333
2,0.72,0.0,0.72,0.0,0.66055053,0.0,0.64,0.0,0.64000005,0.0,0.07840000000000001,0.11522593947535498
3,0.7933333333333332,0.0,0.7933333333333333,0.0,0.7628205,0.0,0.8,0.0,0.8000001,0.0,0.04271111111111111,0.056254123638211695
4,0.76,0.0,0.76,0.0,0.7307693,0.0,0.9,0.0,0.9000001,0.0,0.0576,0.07248518241227941
5,0.8240000000000001,0.0,0.824,0.0,0.80784315,0.0,0.96,0.0,0.96000004,0.0,0.030976000000000017,0.03692425549832379
6,0.8266666666666667,0.0,0.8266666666666667,0.0,0.81311476,0.0,0.96,0.0,0.96000004,0.0,0.030044444444444447,0.034926092067863124
7,0.8028571428571428,0.0,0.8028571428571428,0.0,0.78711486,0.0,0.98,0.0,0.9800001,0.0,0.03886530612244899,0.04532008341726623
8,0.7875,0.0,0.7875,0.0,0.7701711,0.0,0.98,0.0,0.9800001,0.0,0.04515625000000001,0.05282132058085054
9,0.7977777777777777,0.0,0.7977777777777778,0.0,0.7787418,0.0,0.98,0.0,0.9800001,0.0,0.04089382716049381,0.04895520127024966
10,0.81,0.0,0.81,0.0,0.8003952,0.0,0.98,0.0,0.9800001,0.0,0.03609999999999998,0.03984207988938593
11,0.8018181818181819,0.0,0.8018181818181818,0.0,0.7889087,0.0,1.0,0.0,1.0000001,0.0,0.03927603305785126,0.044559528485081046
12,0.8316666666666667,0.0,0.8316666666666667,0.0,0.8220758,0.0,1.0,0.0,1.0000001,0.0,0.02833611111111111,0.03165702656577096
13,0.8692307692307694,0.0,0.8692307692307693,0.0,0.85866255,0.0,1.0,0.0,1.0000001,0.0,0.017100591715976325,0.01997627599337548
14,0.8814285714285713,0.0,0.8814285714285715,0.0,0.87393767,0.0,1.0,0.0,1.0000001,0.0,0.014059183673469382,0.015891711948601284
15,0.9013333333333333,0.0,0.9013333333333333,0.0,0.89182067,0.0,1.0,0.0,1.0000001,0.0,0.009735111111111115,0.011702767617919108
16,0.88875,0.0,0.88875,0.0,0.882134,0.0,1.0,0.0,1.0000001,0.0,0.012376562499999992,0.01389238916391733
17,0.8929411764705882,0.0,0.8929411764705882,0.0,0.88771933,0.0,1.0,0.0,1.0000001,0.0,0.01146159169550173,0.012606948143375263
18,0.8988888888888888,0.0,0.8988888888888888,0.0,0.89293605,0.0,1.0,0.0,1.0000001,0.0,0.010223456790123465,0.011462689198626919
19,0.8957894736842105,0.0,0.8957894736842106,0.0,0.89293605,0.0,1.0,0.0,1.0000001,0.0,0.010859833795013839,0.011462689198626919
20,0.8820000000000001,0.0,0.882,0.0,0.8892372,0.0,1.0,0.0,1.0000001,0.0,0.013923999999999999,0.012268392313362853
21,0.8752380952380951,0.0,0.8752380952380953,0.0,0.879362,0.0,1.0,0.0,1.0000001,0.0,0.01556553287981859,0.01455353015309413
22,0.8663636363636363,0.0,0.8663636363636363,0.0,0.8694417,0.0,1.0,0.0,1.0000001,0.0,0.01785867768595042,0.017045472816423768
