k,density_naeem_mean,density_naeem_std,weighted_density_mean,weighted_density_std,weighted_density_threshold_mean,weighted_density_threshold_std,coverage_mean,coverage_std,weighted_coverage_mean,weighted_coverage_std,mse_weighted_density,mse_weighted_density_threshold
1,0.8071333333333334,0.11022907460778616,0.8071333545194592,0.11022908089846176,2.4589434,0.68680465,0.4448000000000001,0.04769421115583922,0.5925377,0.21277003,0.049347993214636225,2.6002164164610804
2,0.8189333333333332,0.08133453551024108,1.0503905082537102,0.22680981254027058,2.0830283,0.59807885,0.6976666666666665,0.04843667113986169,0.8039166,0.18000638,0.053981894386619905,1.5306486258762106
3,0.8216666666666665,0.07496460069942806,1.1573582065821102,0.29264131425374235,1.8885356,0.58394825,0.8356000000000001,0.041443080108612695,0.9118099,0.12972596,0.11040054398689567,1.1304910960000285
4,0.8283166666666668,0.07576150261034807,1.2227576625150136,0.2946695618958642,1.7658129,0.53859484,0.9097333333333333,0.03478722626354552,0.9681292,0.0653429,0.13645112691705322,0.87655374957194
5,0.8349200000000002,0.07228258004372685,1.255027554663706,0.3160656488083561,1.643691,0.46947512,0.9504666666666667,0.028067458421136438,0.9870865,0.045299362,0.1649365479943966,0.6347449209399798
6,0.8348444444444444,0.07111797189125915,1.2599293817115558,0.28740139475968784,1.569393,0.4308352,0.9748666666666669,0.018829173581912134,0.9973548,0.007263437,0.1501628451867656,0.5098273844933061
7,0.8371523809523808,0.0691666619129578,1.2635524350859273,0.27996015186139056,1.4943599,0.404428,0.9856,0.013223548019431921,0.99835706,0.0064553786,0.14783757266997477,0.40795366196336147
8,0.8396583333333334,0.07065252364369035,1.2736584843690826,0.30796480226651946,1.4375376,0.38723826,0.9924666666666668,0.008623224454924033,0.9997646,0.00074630097,0.16973128550223981,0.3413925930057218
9,0.8428222222222221,0.06934027307782645,1.2857571418689135,0.30499375672951223,1.3871106,0.3681034,0.9958666666666666,0.0065169863519199634,0.99987656,0.0003845465,0.17467833577307126,0.28535474265142113
10,0.844626666666667,0.0675321697826714,1.2964088255092006,0.31532442545357053,1.3479965,0.35509166,0.9978666666666665,0.004308131845707607,0.9999177,0.0003367577,0.18728768512736807,0.2471916398849885
11,0.8461030303030302,0.06886647518901107,1.2952828906204485,0.3030496496787572,1.310874,0.34423533,0.9986666666666666,0.0037712361663282557,0.9999545,0.0001802973,0.17903107566358525,0.21514059499986615
