k,density_naeem_mean,density_naeem_std,weighted_density_mean,weighted_density_std,weighted_density_threshold_mean,weighted_density_threshold_std,coverage_mean,coverage_std,weighted_coverage_mean,weighted_coverage_std,mse_weighted_density,mse_weighted_density_threshold
1,0.22999999999999998,0.04014971979976946,0.23000000851374375,0.04014972134869643,0.14367273,0.06382386,0.13825,0.018491552125227344,0.29300982,0.11320778,0.5945119870132128,0.7373698699755531
2,0.24412499999999998,0.037218736880770154,0.26085581248853257,0.05053632784294376,0.21608202,0.075609535,0.2435,0.03757326176950838,0.42009762,0.097613834,0.5488880503638369,0.6202441984890952
3,0.25825,0.03789376597806028,0.2834382586507625,0.06043996646124572,0.24439074,0.07064164,0.32825,0.04274268943339902,0.4977342,0.090905316,0.5171137187112881,0.5759355928596579
4,0.27149999999999996,0.04190465367951392,0.29803042385685313,0.057482499584823106,0.2683363,0.0785978,0.385,0.048363209157374985,0.5496702,0.08162292,0.4960655235891084,0.5415093900746797
5,0.28090000000000004,0.03948759298817796,0.3112157680657131,0.059165930123742626,0.2852576,0.07976016,0.43525,0.055176421594735556,0.5902803,0.07540201,0.47792432544871316,0.5172183702522526
6,0.2855833333333333,0.041147347018570556,0.3170464299202511,0.06093558045460175,0.29796124,0.0753566,0.47925,0.05862113526706899,0.62429583,0.06969014,0.4701387238500137,0.49853704535871657
7,0.29764285714285715,0.043476418661060806,0.3288807190593624,0.06179225675630309,0.30935743,0.08037635,0.51775,0.05919406642561397,0.65364504,0.061882198,0.45421937224531544,0.4834475107223719
8,0.30074999999999996,0.043453639088113206,0.32950530425514934,0.05821719521223837,0.32070944,0.08754762,0.5445,0.05589051797934959,0.67324084,0.059037678,0.4529523788403597,0.46910025521906196
9,0.30733333333333335,0.04194411331730961,0.33635144601788003,0.05491787501675571,0.32615608,0.084706075,0.57375,0.05517189048781997,0.69420433,0.057478014,0.4434453761989148,0.4612407484258405
10,0.312025,0.04228391390351655,0.3427811991595273,0.056835643655596436,0.3319578,0.086507425,0.59625,0.053337955528872674,0.71047604,0.054144576,0.4351668425679348,0.4537639324969982
11,0.3184318181818182,0.043151227202605835,0.34810726779585266,0.05632683739881414,0.33664685,0.08394467,0.61825,0.049375474681262556,0.72619104,0.052739117,0.4281368469119406,0.44708410258411746
12,0.32337499999999997,0.0425786649430596,0.3549569372754413,0.05733168979371836,0.34282124,0.08485882,0.6427499999999999,0.051917602987811375,0.74339277,0.05418983,0.41936747542368213,0.43908494077960825
13,0.3273846153846154,0.044136152981427826,0.3590882622639287,0.05710146202726284,0.34971958,0.084740326,0.66325,0.053706959511780214,0.758465,0.05229912,0.4140284325335217,0.4300455425788563
14,0.33135714285714285,0.04503077179177884,0.36269180121221445,0.05812359499950101,0.35605565,0.0844289,0.6815,0.05232351287901072,0.77164805,0.04976957,0.4095400925377976,0.42179256826498435
15,0.33513333333333334,0.044490448413114475,0.36769401734169627,0.05815312074534026,0.36208835,0.086460024,0.699,0.04976946855251722,0.7840321,0.048165508,0.4031926411579052,0.41440660524138995
16,0.33934375000000006,0.045066259811942455,0.3728084484848201,0.058825242495504367,0.3667668,0.08810936,0.71175,0.04663622519029601,0.7931321,0.046155475,0.3968296514466735,0.40874753150207255
17,0.34429411764705886,0.04652108202379174,0.37928457656995257,0.06064637052304462,0.37097833,0.08881501,0.725,0.046335731352812375,0.80238205,0.046003595,0.3889656191415614,0.4035563734874481
18,0.34780555555555553,0.046393970114261204,0.38321424012761984,0.060861779981209986,0.37705153,0.090423495,0.7404999999999999,0.04487482590495477,0.8137493,0.043490086,0.3841288298438306,0.39624120122576656
19,0.3514473684210526,0.04744729544321094,0.3866950058618783,0.06048798762221746,0.38152403,0.08865202,0.75125,0.04377713444253747,0.8213061,0.04259303,0.379801812481347,0.39037171154075523
20,0.3545125,0.046812283043556,0.3886718345992359,0.05909369434267039,0.38524103,0.09010882,0.7625,0.040518514286681365,0.8295656,0.039438535,0.3772141905233289,0.38604818813314523
21,0.3577619047619047,0.04681887229228282,0.3929126039794388,0.059560308382158846,0.38995025,0.090120815,0.77325,0.03786076465154924,0.83741176,0.03653389,0.37210253674160354,0.38028246431392265
22,0.36013636363636364,0.047747160358643834,0.3955819920707956,0.06038336870193334,0.3951585,0.09011398,0.7835000000000001,0.037573261769508384,0.84486127,0.035345506,0.36896727952490144,0.37395377010575803
23,0.3634673913043478,0.047622073512534814,0.3976044872434961,0.05983519917773865,0.39952302,0.09114039,0.79325,0.03913358532002913,0.8518248,0.03553028,0.3664606048498109,0.3688791741124646
24,0.3667083333333333,0.047871663649340146,0.40087289724060515,0.060696638005099494,0.40395993,0.091822304,0.80175,0.03893504205725221,0.85774845,0.035643008,0.36263736712598854,0.3636951010246072
25,0.36957,0.046842005721360824,0.40205024371458264,0.05835814243196676,0.40799695,0.09179701,0.8105,0.03743995192304604,0.86383706,0.034941602,0.3609495838298997,0.35889429868351286
