k,density_naeem_mean,density_naeem_std,weighted_density_mean,weighted_density_std,weighted_density_threshold_mean,weighted_density_threshold_std,coverage_mean,coverage_std,weighted_coverage_mean,weighted_coverage_std,mse_weighted_density,mse_weighted_density_threshold
1,0.20937499999999998,0.05692305662031862,0.543135543290213,0.4814539498025497,0.26742488,0.31717223,0.12062500000000001,0.026743866119168333,0.24097651,0.08306785,0.4405230375852049,0.6372645352643964
2,0.23375,0.04505205322735026,0.5733309941186994,0.42056234947236926,0.3876404,0.3383618,0.23,0.03588175023601831,0.3527641,0.07378219,0.3589191303734566,0.4894730018468545
3,0.24604166666666666,0.03129094539781259,0.548839248261612,0.27396650168865755,0.4061137,0.22559203,0.304375,0.025054627816034306,0.44535178,0.06476434,0.2786036679566686,0.4035926851849547
4,0.2521875,0.03161505525457769,0.5189786724347589,0.23240364469432692,0.41266215,0.1826079,0.365625,0.040499807098306036,0.5017543,0.06786097,0.2853929716398339,0.3783113989894815
5,0.26575000000000004,0.035688758734369004,0.5206224634606174,0.20830546405230446,0.43759078,0.19667926,0.42062499999999997,0.04065383591987353,0.5469438,0.06737595,0.27319398889261304,0.35498686586348427
6,0.26822916666666663,0.0353785027221491,0.5037121593977316,0.17845984297494807,0.44378364,0.1803192,0.46375,0.04113620667976084,0.5830668,0.06535267,0.27814953628430567,0.3418916536263765
7,0.2766964285714285,0.030211705183621155,0.5062297486906329,0.16651357015177312,0.4331219,0.15961294,0.5118750000000001,0.04729809060628134,0.6203184,0.069466315,0.2715358301228051,0.3468270835660272
8,0.28054687500000003,0.023933170096319772,0.5077250412651483,0.16033881004297404,0.4375363,0.14109208,0.5431250000000001,0.048278974460939,0.64494854,0.06748446,0.26804316900339686,0.33627239001430453
9,0.2853472222222222,0.023712100201957104,0.50395308477819,0.14674612796809258,0.45381373,0.155218,0.574375,0.0564821597940447,0.66890925,0.07204928,0.26759696817470136,0.32241206926372357
10,0.293125,0.02599969951749443,0.5104878994352567,0.1474541133017678,0.4593841,0.15388522,0.605,0.0594768862668516,0.6922202,0.073305964,0.2613648121289179,0.3159461975555695
11,0.29926136363636363,0.028438110178723018,0.5207713361950064,0.1520338700789874,0.4677053,0.15146603,0.631875,0.05814515779495314,0.71290034,0.07050662,0.252774409863514,0.3062795958097162
