k,density_naeem_mean,density_naeem_std,weighted_density_mean,weighted_density_std,weighted_density_threshold_mean,weighted_density_threshold_std,coverage_mean,coverage_std,weighted_coverage_mean,weighted_coverage_std,mse_weighted_density,mse_weighted_density_threshold
1,0.6990000000000001,0.12715738279785413,0.6989999869801105,0.12715738042936328,0.4015252,0.074542776,0.41200000000000003,0.08059776671843953,0.47466716,0.06987897,0.10677000723563149,0.363728712717009
2,0.7150000000000001,0.09876740352970712,0.7677465650970616,0.10605361510977347,0.56828076,0.069689155,0.6940000000000001,0.07565712127751095,0.7650767,0.060351033,0.06518902730206541,0.19123808330545344
3,0.7243333333333333,0.07328862273383381,0.7976523435063949,0.08070709849424564,0.67981637,0.065412626,0.812,0.06867313885355758,0.8588346,0.051300634,0.047458209835813864,0.10679637159297783
4,0.7175,0.05499999999999999,0.7661921628023108,0.0587325002844977,0.6617297,0.0645373,0.8859999999999999,0.0645290632196067,0.9181193,0.05029124,0.05811561132472964,0.11859186393077437
5,0.6998,0.05516121826065843,0.7417741324047571,0.05846979825334292,0.6645518,0.067959525,0.922,0.05706137047074843,0.94180787,0.046001267,0.07009931600310254,0.11714399518780638
6,0.6993333333333334,0.05359933664597807,0.7127085175675336,0.054624457240550366,0.6682713,0.060614623,0.9480000000000001,0.04643274706497559,0.96237165,0.031124726,0.08552022720706885,0.11371806104540383
7,0.6887142857142857,0.054253561906955364,0.7198927215815729,0.05670964745008236,0.6737916,0.059134785,0.969,0.034770677301427404,0.9812478,0.020998782,0.08167607153689087,0.10990885150008367
8,0.69225,0.047973951265243946,0.7052933847716492,0.048877877166824166,0.6610577,0.058583286,0.983,0.019000000000000017,0.9899934,0.0111817205,0.08924103593568639,0.11831387673151994
9,0.6965555555555556,0.050348047885950147,0.7024863991644023,0.050776737881515724,0.6813321,0.053980604,0.99,0.01264911064067353,0.99410903,0.0074526565,0.09109261979205155,0.10446312879162178
10,0.7019,0.05030397598599937,0.687789065155491,0.049292669350355846,0.68938243,0.051675797,0.9950000000000001,0.006708203932499375,0.99705315,0.003958145,0.09990543508816575,0.09915366034557849
