k,density_naeem_mean,density_naeem_std,weighted_density_mean,weighted_density_std,weighted_density_threshold_mean,weighted_density_threshold_std,coverage_mean,coverage_std,weighted_coverage_mean,weighted_coverage_std,mse_weighted_density,mse_weighted_density_threshold
1,0.2613,0.07764863166856194,0.4382621263978435,0.30198830921753234,0.22664136,0.21671183,0.15289999999999998,0.03747786013101602,0.29763472,0.1832704,0.40674637754313636,0.6450476065994941
2,0.282,0.06750185182644991,0.4912208872649888,0.29401412068103977,0.3628013,0.29720488,0.27490000000000003,0.048754384418224384,0.43955916,0.16070205,0.34530048871527025,0.49435291190144426
3,0.2990333333333334,0.05906549095895354,0.5324123682433348,0.36316791061892506,0.42434007,0.3261522,0.37579999999999997,0.05337002904252536,0.53518903,0.13902502,0.35052912467512226,0.4377596105111117
4,0.3167,0.05648105877194584,0.5564133769151125,0.32320311728956547,0.44916546,0.2830477,0.45880000000000004,0.060054641785627194,0.60136473,0.12542772,0.30122934720554667,0.3835346904106842
5,0.32986,0.05678538896582466,0.5760144988397349,0.319829483902863,0.47085992,0.2618951,0.5254000000000001,0.0623124385656668,0.6530383,0.11417176,0.2820546039676929,0.34857826123099134
6,0.33818333333333334,0.053307855893854894,0.566889943927578,0.2961475354909156,0.49038196,0.26191735,0.5758000000000001,0.06395592232154892,0.68982977,0.10663747,0.2752876834483997,0.3283112425229433
7,0.3499999999999999,0.05139880090716004,0.5816514558440139,0.30835401924499223,0.50492996,0.25689775,0.6205,0.06033862776033277,0.7223781,0.09660194,0.2700977055819741,0.3110907978953641
8,0.35893749999999996,0.052139349044172,0.5837912900312873,0.30561184264535163,0.51327276,0.25176057,0.6617999999999999,0.059504285559949376,0.7525077,0.08876678,0.2666282886189072,0.3002867894595056
9,0.3685666666666666,0.05150819064676707,0.595642245018642,0.33018634982352507,0.5198793,0.23898716,0.6950000000000002,0.05876223276901584,0.7767132,0.083038,0.27252821962334717,0.28763076621851624
10,0.37690000000000007,0.049897795542488646,0.5884196220241712,0.25385368577999634,0.532028,0.24114169,0.7237,0.0601440770151143,0.7975987,0.078605704,0.23384010131881522,0.2771470900170563
11,0.3839181818181819,0.050516783071577566,0.5969780888598837,0.2650987667101846,0.53621775,0.22830367,0.7514,0.05912732025045613,0.81747645,0.07373096,0.23270401697029272,0.26721653935613077
12,0.39250833333333335,0.05132555338771863,0.6022677526062125,0.2490231111553834,0.5439914,0.22120412,0.7745000000000001,0.05867495206644826,0.83507776,0.068773605,0.22020345050641946,0.2568751186173337
13,0.3997076923076924,0.05103749404914555,0.5992362525356252,0.228200122997544,0.54804057,0.21890394,0.7928999999999999,0.058125639781425195,0.84845334,0.06554477,0.21268687741778342,0.252186265525129
14,0.4072071428571428,0.05201011430285381,0.5959564939971471,0.20982992403114897,0.5527457,0.21540429,0.8112999999999999,0.05505733375309777,0.86166984,0.061286237,0.20727975176199515,0.24643541745628283
15,0.4147466666666666,0.05295308447631314,0.6000735917316562,0.20757908134187747,0.55705017,0.21369185,0.8294,0.052987168257984885,0.8751101,0.056864895,0.2030302070411558,0.24186875563515642
16,0.4216687500000001,0.05398452143612556,0.6024312174982565,0.20386363360372664,0.5612961,0.21084137,0.8459,0.05114870477343488,0.88737404,0.052662,0.1996213179260332,0.23691519372245295
17,0.4292647058823528,0.054661105963841515,0.6114826888095868,0.20772265111444915,0.56792074,0.20958641,0.8596999999999998,0.0486097726799869,0.8975797,0.04906437,0.19409440088064353,0.2306189456344363
18,0.4357555555555555,0.056128463763445754,0.6163028092121288,0.20818803635971722,0.57470965,0.20513403,0.872,0.047476309881876885,0.9062972,0.047394764,0.190565792701819,0.22295185249055294
19,0.44291578947368415,0.05693619989712837,0.6229412797190409,0.20863354993668248,0.57781637,0.20266515,0.8847999999999999,0.04574887976770579,0.9154979,0.044720568,0.18570123669909677,0.21931218568091992
20,0.44892999999999994,0.0571563653498016,0.6247917071865916,0.20497934251513822,0.5816467,0.19982761,0.8953000000000002,0.04346159223958552,0.9233857,0.04151127,0.18279779385389078,0.21495057344378665
21,0.45564285714285707,0.057725064803566595,0.6309146356494701,0.2072000570318541,0.58600265,0.19543184,0.9039999999999999,0.04059556626036887,0.92972535,0.03864932,0.17915586981176695,0.2095874134052771
22,0.46243181818181817,0.05898628412500684,0.6351412352465581,0.20621587366899535,0.5894544,0.19007848,0.9126000000000001,0.03884893820942857,0.9360641,0.03667108,0.17564690477047454,0.20467750799076612
23,0.46789565217391305,0.06021466702360568,0.636713108688172,0.20412898577766567,0.5930455,0.18853419,0.9212999999999998,0.03721975282024317,0.9423821,0.03404424,0.17364600823363038,0.20115712374496297
24,0.4744666666666667,0.061073671359541934,0.6405088743489357,0.2014576849353276,0.59527856,0.18332092,0.9294000000000001,0.034170747723747556,0.94804406,0.031848945,0.16981906824137102,0.1974060058563829
25,0.48082,0.0617302616226434,0.6439255117860908,0.1984514088546106,0.59660655,0.18074195,0.9349,0.032695412522248425,0.9520328,0.030388061,0.16617200283317718,0.19539392517706133
