k,density_naeem_mean,density_naeem_std,weighted_density_mean,weighted_density_std,weighted_density_threshold_mean,weighted_density_threshold_std,coverage_mean,coverage_std,weighted_coverage_mean,weighted_coverage_std,mse_weighted_density,mse_weighted_density_threshold
1,0.403875,0.05128641998619127,0.6920902437504464,0.3660206921283151,0.50895685,0.5171608,0.23642500000000002,0.023646498155118024,0.38376674,0.16494243,0.2287795650597504,0.5085786554063851
2,0.41755,0.04593334845186012,0.7584489366712664,0.31706864802831286,0.6904223,0.60967654,0.40652499999999997,0.028352458006317548,0.6116636,0.12820892,0.158879443757744,0.4675438567610968
3,0.4286083333333333,0.04240152889670109,0.808205539562355,0.36488775598502193,0.78650606,0.6925511,0.527575,0.03275182246837571,0.7200473,0.09536961,0.1699281895223523,0.5252066769957224
4,0.43916249999999996,0.042572935578252064,0.8239072829340883,0.40124432256766496,0.81752175,0.5845852,0.6184499999999999,0.03421034200355209,0.7854477,0.07517171,0.1920056513964396,0.3750381447397082
5,0.448005,0.042217679649644416,0.8558519388557448,0.45642922034667693,0.8512311,0.5961124,0.6831499999999999,0.033491827361313085,0.8271228,0.06268497,0.22910629671792326,0.3774821142908422
6,0.456925,0.04111052936900716,0.8754979021945714,0.47408418273545105,0.8762588,0.6197191,0.735175,0.030832724093080067,0.8581282,0.053020082,0.2402565846778931,0.39936365690209996
7,0.46394285714285716,0.03863539405091383,0.89845565384422,0.5079747624753133,0.8983182,0.67615414,0.7742250000000002,0.029410234188118937,0.87944674,0.04722699,0.2683496135480558,0.46752362818394033
8,0.47162812499999995,0.03848250147692942,0.8980178142701621,0.47788618554626905,0.8991749,0.6238816,0.8071249999999999,0.0282983546341479,0.8987829,0.038738582,0.23877557254219822,0.39939394956633123
9,0.4773083333333333,0.03791280393429763,0.906047033292031,0.48975292092797923,0.8952876,0.5658051,0.833725,0.02636165539187553,0.9134447,0.033409968,0.24868508351071625,0.33110007709558786
10,0.482845,0.03864755457981785,0.9080239617047092,0.47915662809334814,0.8971588,0.525671,0.855825,0.025040105331248116,0.92579055,0.028865088,0.23805066586628393,0.2869063361014561
11,0.4878931818181818,0.03849734152837136,0.9119535375715175,0.47419191628928625,0.9050332,0.5200219,0.8734999999999998,0.024563692719133248,0.9350022,0.02619477,0.23261015302027563,0.2794415148532643
12,0.4927979166666666,0.039049217241674636,0.9225735774433496,0.4887955673801541,0.90745133,0.48211345,0.8885999999999998,0.023241450040821465,0.9428502,0.023417488,0.24491595760040777,0.24099863471619543
13,0.49820576923076926,0.03872233747307487,0.9239913896099269,0.47560797601848304,0.9152846,0.4828625,0.901575,0.021672721910272374,0.94956744,0.021108044,0.23198025570582784,0.24033290762060133
14,0.5019696428571429,0.03858223604377739,0.9282355510843712,0.4708612676704008,0.91716504,0.47444502,0.9133499999999999,0.020184214128868137,0.95576143,0.018668901,0.22686046952034072,0.23195970392004028
15,0.5059133333333333,0.03855076364714165,0.9415052157518231,0.5040875246573896,0.9243707,0.46610415,0.922475,0.018809887692381365,0.96038085,0.017142856,0.25752587229945517,0.2229728641485771
16,0.5096375,0.03831093797794568,0.9528467081176228,0.5329618597812,0.9241309,0.45234308,0.9301499999999997,0.017602627644758038,0.96445334,0.015448307,0.28627177691678013,0.21037036966868072
17,0.5136294117647058,0.03859334547404375,0.9529321622782543,0.528904132316654,0.9232619,0.4448277,0.9367750000000001,0.016565381824757305,0.9678942,0.014337469,0.2819549625294332,0.20376042395497507
18,0.5170916666666666,0.03843907928603421,0.9566991211667246,0.5531793244734553,0.923072,0.43188158,0.9431749999999998,0.01548731335642176,0.9712529,0.012799415,0.30788233113264235,0.19243962915312807
19,0.5217776315789473,0.03864121086274416,0.9632474124163879,0.5690355466093147,0.9191763,0.4201615,0.9490999999999999,0.01555040192406614,0.9741821,0.012240696,0.32515220599905265,0.18306815452413971
20,0.52589125,0.03865655933586822,0.9687627855289321,0.572251939293913,0.9213372,0.4219507,0.9539749999999999,0.014786374640188173,0.97682077,0.011194828,0.3284480455935559,0.1842302350064564
21,0.5289440476190476,0.038379636538799326,0.9691743086688527,0.5517823661311941,0.92184204,0.41581374,0.9584749999999999,0.013453136251447097,0.9791417,0.010055214,0.30541400281938236,0.1790097459839366
22,0.5323375000000001,0.03853142585821807,0.9631109480557377,0.5121141637464307,0.92314637,0.41109586,0.9624249999999998,0.01300699331129221,0.9811268,0.009535071,0.2636217188630526,0.17490628694055488
23,0.5356565217391304,0.038675849598360595,0.9692766009491859,0.5243014602068587,0.9246354,0.4076032,0.9661250000000002,0.013097590427250366,0.98301333,0.009132642,0.2758359484242799,0.17182018399967092
24,0.5389552083333333,0.038835617374599826,0.9773090418257006,0.5434387297133572,0.92403436,0.40095365,0.9691000000000001,0.012447489706764181,0.9844693,0.008719044,0.29584053253533504,0.166534608852146
25,0.542259,0.03886416111277844,0.9697708141223235,0.5210321048383462,0.9269504,0.39670914,0.9714750000000001,0.012135150390497857,0.9856156,0.008355025,0.2723882579511045,0.16271438188664789
26,0.5453971153846153,0.03909473647351306,0.9709113938891057,0.5327396773167068,0.9272341,0.39288545,0.9741,0.011261216630542203,0.98690814,0.0077750115,0.28465771079298363,0.15965385731925963
27,0.5483009259259259,0.03917314186690007,0.9756639709507807,0.5434573858633261,0.9287647,0.3876875,0.9764500000000002,0.010782972688456566,0.98795813,0.0075732945,0.2959381725592846,0.1553760584012167
28,0.5512491071428571,0.03882061229058696,0.977778142064215,0.532485683792263,0.92816895,0.38468152,0.9788000000000001,0.009896211396286972,0.9891732,0.00685251,0.28403481441383216,0.15313956982854293
29,0.5542094827586207,0.03938182976835492,0.9778500332357926,0.515276845495377,0.92730975,0.37811166,0.9802749999999999,0.009681780569709284,0.9899137,0.006633166,0.2660008485313221,0.14825230334059825
30,0.55729,0.039281074889117334,0.9805774830871269,0.5221008390034863,0.9275366,0.3768016,0.9820500000000001,0.00903036544111035,0.99083674,0.0060252994,0.27296652025137513,0.14723039930358084
31,0.5602443548387097,0.039433023960153496,0.9858871946656009,0.5301346701753697,0.9275513,0.37354282,0.9833,0.008637708029332787,0.9915126,0.005689023,0.28124193979635476,0.1447830449105858
32,0.5629781250000001,0.03958268066210824,0.9863569100286779,0.5144854481179677,0.9269633,0.37076235,0.9848250000000001,0.008156707362655601,0.9923211,0.005246022,0.2648814102291116,0.14279907229524724
33,0.5658477272727273,0.04001993548072688,0.99020729358569,0.524780166849428,0.9269271,0.36681896,0.986225,0.0077418909188905595,0.99303895,0.004837595,0.27549012061743033,0.13989579469694036
34,0.5681941176470588,0.03991175972083717,0.9919676218058996,0.5289906954482269,0.9260251,0.36034754,0.987275,0.007159739869576278,0.99355644,0.004410301,0.27989567497025175,0.1353226297943344
35,0.5707128571428571,0.04012680281409962,0.9947030894837084,0.5356779905699488,0.92467207,0.3583576,0.9881500000000001,0.006861304540683217,0.99400216,0.0042256205,0.28697896684207574,0.1340944715869945
36,0.5734833333333332,0.04022814317224222,0.9930502489656291,0.5336036612582635,0.9230128,0.35383227,0.9893750000000003,0.0064650502704928815,0.9946447,0.0038690586,0.2847811663476634,0.13112430650483375
